# this is a data file for CNF 2 cones simulation	

412 atoms	
2 atom types	

 -6.7705     6.7705 xlo xhi 
 -6.9414     6.9414 ylo yhi	
 -12.43375   12.43375 zlo zhi	

 Masses	
 
     1   12.0000
	 2	 12.0000
 Atoms

1	1	-0.7094	6.9414	-9.1979
2	1	-6.0136	3.5387	-9.1979
3	1	-6.0136	-3.5387	-9.1979
4	1	-0.7094	-6.9414	-9.1979
5	1	0.7094	-6.9414	-9.1979
6	1	6.0136	-3.5387	-9.1979
7	1	6.0136	3.5387	-9.1979
8	1	0.7094	6.9414	-9.1979
9	1	-6.7705	1.2248	-8.9231
10	1	-6.7705	-1.2248	-8.9231
11	1	6.7705	-1.2248	-8.9231
12	1	6.7705	1.2248	-8.9231
13	1	-5.101	4.5438	-8.7843
14	1	-5.101	-4.5438	-8.7843
15	1	5.101	-4.5438	-8.7843
16	1	5.101	4.5438	-8.7843
17	1	-6.2315	2.4118	-8.3616
18	1	-6.2315	-2.4118	-8.3616
19	1	6.2315	-2.4118	-8.3616
20	1	6.2315	2.4118	-8.3616
21	1	-2.7647	6.0275	-8.2186
22	1	-6.6313	0	-8.2186
23	1	-2.7647	-6.0275	-8.2186
24	1	2.7647	-6.0275	-8.2186
25	1	6.6313	0	-8.2186
26	1	2.7647	6.0275	-8.2186
27	1	-1.4112	6.4273	-8.0746
28	1	-1.4112	-6.4273	-8.0746
29	1	1.4112	-6.4273	-8.0746
30	1	1.4112	6.4273	-8.0746
31	1	-4.5247	4.4874	-7.4867
32	1	-4.5247	-4.4874	-7.4867
33	1	4.5247	-4.4874	-7.4867
34	1	4.5247	4.4874	-7.4867
35	1	-3.3833	5.2741	-7.1854
36	1	-3.3833	-5.2741	-7.1854
37	1	3.3833	-5.2741	-7.1854
38	1	3.3833	5.2741	-7.1854
39	1	-5.7281	2.404	-7.0328
40	1	-5.7281	-2.404	-7.0328
41	1	5.7281	-2.404	-7.0328
42	1	5.7281	2.404	-7.0328
43	1	-0.7091	6.1167	-6.8789
44	1	-6.1577	0	-6.8789
45	1	0.7091	-6.1167	-6.8789
46	1	-0.7091	-6.1167	-6.8789
47	1	6.1577	0	-6.8789
48	1	0.7091	6.1167	-6.8789
49	1	-4.9401	3.488	-6.567
50	1	-4.9401	-3.488	-6.567
51	1	4.9401	-3.488	-6.567
52	1	4.9401	3.488	-6.567
53	1	-5.8077	1.2228	-6.2492
54	1	-5.8077	-1.2228	-6.2492
55	1	5.8077	-1.2228	-6.2492
56	1	5.8077	1.2228	-6.2492
57	1	-2.7416	5.1344	-5.9253
58	1	-2.7416	-5.1344	-5.9253
59	1	2.7416	-5.1344	-5.9253
60	1	2.7416	5.1344	-5.9253
61	1	-1.4082	5.5877	-5.7609
62	1	-1.4082	-5.5877	-5.7609
63	1	1.4082	-5.5877	-5.7609
64	1	1.4082	5.5877	-5.7609
65	1	-4.3891	3.4528	-5.2576
66	1	-4.3891	-3.4528	-5.2576
67	1	4.3891	-3.4528	-5.2576
68	1	4.3891	3.4528	-5.2576
69	1	-3.3299	4.3303	-4.9129
70	1	-5.3243	1.2214	-4.9129
71	1	-5.3243	-1.2214	-4.9129
72	1	-3.3299	-4.3303	-4.9129
73	1	3.3299	-4.3303	-4.9129
74	1	5.3243	1.2214	-4.9129
75	1	5.3243	-1.2214	-4.9129
76	1	3.3299	4.3303	-4.9129
77	1	-0.7086	5.2907	-4.5604
78	1	-0.7086	-5.2907	-4.5604
79	1	0.7086	-5.2907	-4.5604
80	1	0.7086	5.2907	-4.5604
81	1	-4.7061	2.3818	-4.381
82	1	-4.7061	-2.3818	-4.381
83	1	4.7061	-2.3818	-4.381
84	1	4.7061	2.3819	-4.381
85	1	-5.2103	0	-4.1995
86	1	5.2103	0	-4.1995
87	1	-2.7067	4.2193	-3.6408
88	1	-2.7067	-4.2193	-3.6408
89	1	2.7067	-4.2193	-3.6408
90	1	2.7067	4.2193	-3.6408
91	1	-1.4036	4.7418	-3.4496
92	1	-1.4036	-4.7418	-3.4496
93	1	1.4036	-4.7418	-3.4496
94	1	1.4036	4.7418	-3.4496
95	1	-4.1848	2.3657	-3.0592
96	1	-4.1848	-2.3657	-3.0592
97	1	4.1848	-2.3657	-3.0592
98	1	4.1848	2.3657	-3.0592
99	1	-4.7367	0	-2.8597
100	1	4.7367	0	-2.8597
101	1	-3.2473	3.3493	-2.6572
